timestamp,load_mw,temp_c,humidity,wind_ms,rain_mm,outage,duration_min
2025-11-30 00:00:00,62.13,26.37,57.7,3.39,2.11,0,0.0
2025-11-30 01:00:00,56.984,23.16,54.85,2.74,0.0,0,0.0
2025-11-30 02:00:00,56.526,24.19,58.4,3.47,0.0,0,0.0
2025-11-30 03:00:00,60.112,20.94,68.49,3.58,0.0,0,0.0
2025-11-30 04:00:00,59.893,20.24,69.61,3.66,0.0,0,0.0
2025-11-30 05:00:00,57.58,19.69,63.54,3.71,0.0,0,0.0
2025-11-30 06:00:00,61.037,22.43,68.88,4.24,0.0,0,0.0
2025-11-30 07:00:00,67.318,19.24,69.58,4.08,0.0,0,0.0
2025-11-30 08:00:00,66.64,17.24,70.04,3.66,0.0,0,0.0
2025-11-30 09:00:00,70.743,19.38,69.27,2.84,0.0,0,0.0
2025-11-30 10:00:00,68.273,18.19,62.82,3.18,0.0,0,0.0
2025-11-30 11:00:00,69.357,18.67,68.15,2.55,0.0,0,0.0
2025-11-30 12:00:00,62.871,21.17,63.96,2.02,0.0,0,0.0
2025-11-30 13:00:00,64.904,21.09,66.14,3.42,0.0,0,0.0
2025-11-30 14:00:00,65.965,22.42,57.22,0.53,0.0,0,0.0
2025-11-30 15:00:00,65.93,23.14,65.09,1.71,0.0,0,0.0
2025-11-30 16:00:00,74.035,24.49,67.67,0.38,0.0,0,0.0
2025-11-30 17:00:00,69.574,25.42,57.29,0.83,0.0,0,0.0
2025-11-30 18:00:00,75.003,23.22,68.86,2.24,0.0,0,0.0
2025-11-30 19:00:00,73.302,26.75,57.63,0.17,0.0,0,0.0
2025-11-30 20:00:00,74.259,24.91,56.05,0.47,0.0,0,0.0
2025-11-30 21:00:00,72.884,24.22,55.15,1.13,0.0,0,0.0
2025-11-30 22:00:00,73.014,25.48,64.49,0.94,0.0,0,0.0
2025-11-30 23:00:00,66.628,25.01,61.31,2.34,0.0,0,0.0
2025-12-01 00:00:00,63.087,23.28,58.64,1.88,0.0,0,0.0
2025-12-01 01:00:00,61.288,24.14,62.64,2.98,0.0,0,0.0
2025-12-01 02:00:00,61.377,20.5,60.68,2.15,0.0,0,0.0
2025-12-01 03:00:00,65.67,20.59,62.37,2.18,0.0,0,0.0
2025-12-01 04:00:00,68.281,19.41,69.29,3.36,0.0,0,0.0
2025-12-01 05:00:00,66.068,19.23,66.49,2.71,0.0,0,0.0
2025-12-01 06:00:00,72.341,18.98,68.05,4.61,0.0,0,0.0
2025-12-01 07:00:00,68.93,17.04,66.53,2.73,0.0,0,0.0
2025-12-01 08:00:00,73.291,18.98,71.48,2.88,0.0,0,0.0
2025-12-01 09:00:00,73.178,18.32,60.63,3.51,0.0,0,0.0
2025-12-01 10:00:00,76.863,16.38,62.11,2.6,0.0,0,0.0
2025-12-01 11:00:00,71.398,16.93,59.23,1.68,0.0,1,124.9
2025-12-01 12:00:00,65.82,20.1,64.25,3.42,0.0,0,0.0
2025-12-01 13:00:00,72.038,20.81,64.71,1.21,0.0,0,0.0
2025-12-01 14:00:00,75.285,21.99,65.7,1.33,0.0,0,0.0
2025-12-01 15:00:00,71.804,23.11,59.16,1.01,0.0,0,0.0
2025-12-01 16:00:00,73.074,24.38,53.55,1.33,0.0,0,0.0
2025-12-01 17:00:00,82.003,26.08,61.84,1.03,0.0,0,0.0
2025-12-01 18:00:00,87.666,24.24,68.44,0.2,0.0,0,0.0
2025-12-01 19:00:00,84.826,24.57,57.68,0.56,0.0,0,0.0
2025-12-01 20:00:00,77.534,24.8,55.88,0.76,0.0,0,0.0
2025-12-01 21:00:00,82.474,26.32,56.43,1.59,4.27,0,0.0
2025-12-01 22:00:00,77.127,27.07,58.14,0.75,0.0,1,111.5
2025-12-01 23:00:00,69.633,24.42,57.11,3.02,0.0,0,0.0
2025-12-02 00:00:00,67.63,21.14,60.52,1.74,0.0,0,0.0
2025-12-02 01:00:00,65.97,21.13,64.9,2.58,0.0,0,0.0
2025-12-02 02:00:00,67.826,21.14,60.49,2.25,0.0,0,0.0
2025-12-02 03:00:00,65.407,20.43,61.68,2.48,10.77,0,0.0
2025-12-02 04:00:00,65.899,19.65,56.81,2.97,0.0,0,0.0
2025-12-02 05:00:00,65.298,19.36,70.16,3.07,0.0,0,0.0
2025-12-02 06:00:00,69.348,18.3,63.12,3.45,0.0,0,0.0
2025-12-02 07:00:00,78.202,19.53,61.2,3.06,10.86,0,0.0
2025-12-02 08:00:00,69.176,17.33,58.9,3.92,0.0,0,0.0
2025-12-02 09:00:00,71.01,17.24,67.17,2.79,0.0,0,0.0
2025-12-02 10:00:00,76.705,19.25,69.41,2.41,0.0,0,0.0
2025-12-02 11:00:00,71.046,17.47,58.14,2.35,0.0,0,0.0
2025-12-02 12:00:00,72.723,20.61,57.82,2.8,0.0,0,0.0
2025-12-02 13:00:00,67.021,21.23,57.46,1.94,0.0,0,0.0
2025-12-02 14:00:00,70.639,21.96,63.86,1.39,0.0,0,0.0
2025-12-02 15:00:00,75.294,25.08,66.77,0.28,0.0,0,0.0
2025-12-02 16:00:00,76.391,23.39,60.53,0.22,0.0,0,0.0
2025-12-02 17:00:00,75.131,27.44,56.69,0.1,0.0,0,0.0
2025-12-02 18:00:00,89.624,25.33,64.29,1.48,0.0,0,0.0
2025-12-02 19:00:00,83.925,24.47,64.46,1.07,0.0,0,0.0
2025-12-02 20:00:00,78.536,26.22,55.97,0.38,0.0,0,0.0
2025-12-02 21:00:00,79.748,24.71,55.59,0.8,0.0,0,0.0
2025-12-02 22:00:00,76.834,24.7,58.55,0.95,0.0,0,0.0
2025-12-02 23:00:00,75.444,25.44,64.37,1.28,0.0,0,0.0
2025-12-03 00:00:00,67.722,24.83,63.53,2.48,0.0,0,0.0
2025-12-03 01:00:00,64.57,22.45,64.52,2.42,0.0,0,0.0
2025-12-03 02:00:00,61.256,23.35,66.43,4.2,0.0,0,0.0
2025-12-03 03:00:00,66.084,22.52,58.65,4.01,0.0,0,0.0
2025-12-03 04:00:00,61.545,21.89,59.96,4.28,0.0,0,0.0
2025-12-03 05:00:00,69.696,19.97,56.65,4.05,1.1,0,0.0
2025-12-03 06:00:00,67.864,20.34,68.83,3.45,0.0,0,0.0
2025-12-03 07:00:00,72.832,16.04,67.11,4.01,0.0,0,0.0
2025-12-03 08:00:00,71.504,17.78,61.8,3.29,0.0,0,0.0
2025-12-03 09:00:00,72.388,17.26,58.68,4.24,0.0,0,0.0
2025-12-03 10:00:00,72.972,18.84,67.54,3.19,2.96,0,0.0
2025-12-03 11:00:00,75.44,18.65,68.04,2.75,4.45,0,0.0
2025-12-03 12:00:00,68.976,19.97,66.01,2.28,0.0,0,0.0
2025-12-03 13:00:00,71.336,23.39,57.02,2.86,0.0,0,0.0
2025-12-03 14:00:00,69.52,21.96,68.52,0.59,0.0,0,0.0
2025-12-03 15:00:00,72.607,23.7,65.08,2.24,0.0,0,0.0
2025-12-03 16:00:00,76.375,23.89,63.53,0.79,0.0,0,0.0
2025-12-03 17:00:00,80.196,25.08,62.71,0.1,0.0,1,78.1
2025-12-03 18:00:00,80.606,25.64,66.18,0.25,0.25,0,0.0
2025-12-03 19:00:00,85.715,26.57,65.98,0.1,0.0,0,0.0
2025-12-03 20:00:00,81.923,27.56,60.4,1.29,0.0,0,0.0
2025-12-03 21:00:00,81.132,28.01,57.45,0.52,0.0,0,0.0
2025-12-03 22:00:00,75.916,26.0,57.86,1.55,0.0,0,0.0
2025-12-03 23:00:00,74.552,25.7,64.87,2.49,0.0,1,72.8
2025-12-04 00:00:00,64.715,22.81,63.98,1.8,2.09,0,0.0
2025-12-04 01:00:00,62.359,23.12,55.29,2.43,0.0,0,0.0
2025-12-04 02:00:00,65.625,23.32,56.14,2.17,0.0,0,0.0
2025-12-04 03:00:00,64.623,22.2,68.18,3.03,0.0,0,0.0
2025-12-04 04:00:00,69.973,20.45,69.0,5.04,0.0,0,0.0
2025-12-04 05:00:00,67.946,20.43,70.02,4.12,0.0,0,0.0
2025-12-04 06:00:00,65.509,19.32,62.83,3.54,0.0,0,0.0
2025-12-04 07:00:00,70.561,19.77,67.9,3.28,0.0,0,0.0
2025-12-04 08:00:00,71.563,18.54,69.3,3.47,0.0,0,0.0
2025-12-04 09:00:00,76.777,17.9,61.99,3.34,0.0,0,0.0
2025-12-04 10:00:00,75.22,19.13,58.7,2.7,0.0,0,0.0
2025-12-04 11:00:00,72.229,15.85,73.45,2.91,0.0,0,0.0
2025-12-04 12:00:00,70.414,20.65,56.06,1.63,0.0,0,0.0
2025-12-04 13:00:00,69.023,16.78,66.89,1.24,0.0,0,0.0
2025-12-04 14:00:00,72.575,20.13,65.68,1.67,0.0,0,0.0
2025-12-04 15:00:00,75.847,23.77,63.96,0.44,4.76,0,0.0
2025-12-04 16:00:00,77.569,24.77,56.97,1.34,0.0,0,0.0
2025-12-04 17:00:00,82.459,23.63,64.65,0.74,10.55,0,0.0
2025-12-04 18:00:00,80.162,24.8,56.36,0.1,0.0,0,0.0
2025-12-04 19:00:00,85.636,27.7,63.81,0.82,0.0,0,0.0
2025-12-04 20:00:00,85.712,25.61,55.92,0.1,0.0,0,0.0
2025-12-04 21:00:00,83.077,28.75,61.2,1.56,0.0,0,0.0
2025-12-04 22:00:00,80.529,25.65,64.36,1.3,0.0,0,0.0
2025-12-04 23:00:00,72.553,25.51,55.53,2.92,0.0,0,0.0
2025-12-05 00:00:00,62.515,26.16,55.87,2.84,0.0,0,0.0
2025-12-05 01:00:00,63.248,23.41,65.64,1.95,0.0,0,0.0
2025-12-05 02:00:00,67.677,21.02,56.68,1.74,0.0,0,0.0
2025-12-05 03:00:00,60.032,21.05,58.23,2.81,0.0,0,0.0
2025-12-05 04:00:00,69.443,20.18,62.73,2.77,0.0,0,0.0
2025-12-05 05:00:00,65.485,17.75,71.3,4.74,0.0,0,0.0
2025-12-05 06:00:00,73.88,18.45,65.36,3.69,0.0,0,0.0
2025-12-05 07:00:00,71.008,17.47,63.34,4.21,0.0,0,0.0
2025-12-05 08:00:00,76.218,19.33,71.08,3.33,0.0,0,0.0
2025-12-05 09:00:00,80.37,18.4,63.92,3.15,0.0,0,0.0
2025-12-05 10:00:00,72.838,18.42,63.46,2.93,0.0,0,0.0
2025-12-05 11:00:00,71.077,19.27,62.62,3.25,0.0,1,80.8
2025-12-05 12:00:00,68.386,20.49,60.39,2.39,0.0,0,0.0
2025-12-05 13:00:00,66.979,21.93,59.73,1.18,0.0,0,0.0
2025-12-05 14:00:00,69.794,21.02,65.7,2.42,0.0,0,0.0
2025-12-05 15:00:00,70.589,22.01,55.41,0.96,0.0,0,0.0
2025-12-05 16:00:00,73.457,25.55,62.9,0.63,0.0,0,0.0
2025-12-05 17:00:00,78.609,24.55,56.29,0.1,0.0,0,0.0
2025-12-05 18:00:00,83.05,23.98,59.37,1.08,0.0,0,0.0
2025-12-05 19:00:00,80.61,26.62,54.23,0.81,0.0,0,0.0
2025-12-05 20:00:00,82.098,26.78,60.23,0.96,0.0,0,0.0
2025-12-05 21:00:00,83.368,24.25,64.39,0.9,0.0,0,0.0
2025-12-05 22:00:00,72.45,25.96,57.74,1.1,0.0,0,0.0
2025-12-05 23:00:00,77.021,25.93,54.89,1.59,0.0,0,0.0
2025-12-06 00:00:00,57.593,24.7,56.58,2.48,0.0,0,0.0
2025-12-06 01:00:00,60.619,24.04,65.85,2.97,0.0,0,0.0
2025-12-06 02:00:00,62.175,20.56,59.68,2.81,0.0,0,0.0
2025-12-06 03:00:00,64.121,21.61,66.65,3.83,0.0,0,0.0
2025-12-06 04:00:00,61.165,19.89,61.04,3.45,0.0,0,0.0
2025-12-06 05:00:00,59.586,18.84,59.53,3.35,1.06,0,0.0
2025-12-06 06:00:00,62.059,19.83,67.01,3.82,0.0,1,71.8
2025-12-06 07:00:00,64.723,20.16,62.93,2.83,0.0,0,0.0
2025-12-06 08:00:00,72.374,20.4,56.23,3.64,0.0,0,0.0
2025-12-06 09:00:00,68.913,19.96,70.42,2.34,0.0,0,0.0
2025-12-06 10:00:00,68.603,18.65,59.02,2.33,0.0,0,0.0
2025-12-06 11:00:00,63.848,19.84,61.39,1.38,0.0,0,0.0
2025-12-06 12:00:00,61.954,21.17,61.07,2.09,0.0,0,0.0
2025-12-06 13:00:00,64.258,21.36,62.53,2.78,0.0,0,0.0
2025-12-06 14:00:00,64.651,22.41,66.34,1.38,0.0,0,0.0
2025-12-06 15:00:00,66.098,24.27,53.53,1.53,0.0,0,0.0
2025-12-06 16:00:00,68.111,24.18,67.48,2.31,1.61,0,0.0
2025-12-06 17:00:00,74.107,24.2,63.17,0.99,0.0,0,0.0
2025-12-06 18:00:00,81.327,25.22,67.13,0.24,0.0,0,0.0
2025-12-06 19:00:00,76.286,26.87,64.14,0.37,0.0,0,0.0
2025-12-06 20:00:00,79.779,26.25,66.17,0.9,0.0,0,0.0
2025-12-06 21:00:00,65.802,26.52,61.1,0.76,0.0,0,0.0
2025-12-06 22:00:00,68.595,26.52,57.45,1.12,0.0,0,0.0
2025-12-06 23:00:00,62.209,24.63,59.87,2.4,0.0,0,0.0
2025-12-07 00:00:00,63.106,25.18,62.76,2.82,0.0,0,0.0
2025-12-07 01:00:00,61.725,23.77,60.14,1.6,0.0,0,0.0
2025-12-07 02:00:00,57.146,20.8,66.5,2.46,0.0,0,0.0
2025-12-07 03:00:00,60.054,22.97,55.59,2.98,0.0,0,0.0
2025-12-07 04:00:00,63.749,19.68,68.64,3.86,0.0,0,0.0
2025-12-07 05:00:00,64.286,17.46,60.59,4.33,0.0,0,0.0
2025-12-07 06:00:00,63.085,17.56,71.62,5.32,0.0,0,0.0
2025-12-07 07:00:00,60.854,17.19,60.02,3.37,3.37,0,0.0
2025-12-07 08:00:00,65.335,18.34,58.93,3.25,0.0,0,0.0
2025-12-07 09:00:00,71.37,18.08,69.33,3.61,0.0,0,0.0
2025-12-07 10:00:00,74.05,18.41,69.24,2.54,0.0,0,0.0
2025-12-07 11:00:00,66.973,20.19,66.97,2.5,0.0,0,0.0
2025-12-07 12:00:00,64.164,20.69,70.0,1.95,0.0,0,0.0
2025-12-07 13:00:00,71.776,21.62,59.09,0.24,6.17,0,0.0
2025-12-07 14:00:00,66.614,22.77,66.74,1.52,0.0,0,0.0
2025-12-07 15:00:00,64.181,24.05,58.85,1.03,0.0,0,0.0
2025-12-07 16:00:00,70.175,21.75,63.01,1.66,0.0,0,0.0
2025-12-07 17:00:00,76.577,24.67,59.88,0.75,0.0,0,0.0
2025-12-07 18:00:00,76.826,23.13,54.21,0.1,3.95,0,0.0
2025-12-07 19:00:00,79.988,26.18,60.91,0.6,0.0,0,0.0
2025-12-07 20:00:00,73.286,26.27,63.45,0.1,0.0,0,0.0
2025-12-07 21:00:00,70.374,27.4,54.18,0.41,0.0,0,0.0
2025-12-07 22:00:00,69.735,27.17,65.67,1.83,0.0,0,0.0
2025-12-07 23:00:00,66.529,25.35,60.75,1.66,0.0,0,0.0
2025-12-08 00:00:00,65.484,23.71,56.45,2.75,0.0,0,0.0
2025-12-08 01:00:00,66.999,23.92,63.34,1.41,0.0,0,0.0
2025-12-08 02:00:00,70.725,21.67,57.88,2.8,0.0,0,0.0
2025-12-08 03:00:00,62.769,21.27,56.19,2.98,0.0,0,0.0
2025-12-08 04:00:00,65.492,21.49,65.39,4.07,0.0,0,0.0
2025-12-08 05:00:00,64.669,18.81,58.38,4.05,0.0,0,0.0
2025-12-08 06:00:00,71.343,19.81,57.71,4.09,0.0,0,0.0
2025-12-08 07:00:00,74.857,19.25,67.55,4.57,0.0,0,0.0
2025-12-08 08:00:00,71.742,17.16,58.53,3.28,0.0,0,0.0
2025-12-08 09:00:00,81.388,19.61,68.38,4.06,3.53,0,0.0
2025-12-08 10:00:00,72.681,19.68,68.13,2.32,0.0,0,0.0
2025-12-08 11:00:00,74.248,19.6,58.36,1.94,0.0,0,0.0
2025-12-08 12:00:00,76.043,19.39,64.14,2.65,6.71,0,0.0
2025-12-08 13:00:00,65.628,20.24,57.31,0.91,0.0,0,0.0
2025-12-08 14:00:00,72.151,21.66,64.49,1.79,0.0,0,0.0
2025-12-08 15:00:00,65.529,23.99,54.55,1.2,0.0,0,0.0
2025-12-08 16:00:00,80.797,23.16,68.27,1.54,6.51,0,0.0
2025-12-08 17:00:00,76.617,25.66,55.72,0.72,0.0,0,0.0
2025-12-08 18:00:00,83.921,24.28,63.68,0.73,0.0,0,0.0
2025-12-08 19:00:00,84.721,25.92,54.37,1.06,0.0,0,0.0
2025-12-08 20:00:00,84.843,26.44,55.28,0.5,0.0,0,0.0
2025-12-08 21:00:00,82.336,29.1,57.3,0.72,0.0,0,0.0
2025-12-08 22:00:00,76.34,24.12,62.13,1.73,0.0,0,0.0
2025-12-08 23:00:00,73.842,26.9,66.84,1.79,3.79,0,0.0
2025-12-09 00:00:00,64.364,24.51,53.68,1.96,0.0,0,0.0
2025-12-09 01:00:00,61.673,23.86,53.69,2.54,0.0,0,0.0
2025-12-09 02:00:00,64.396,22.48,59.77,3.91,0.0,1,33.3
2025-12-09 03:00:00,64.442,21.83,60.39,2.99,0.0,0,0.0
2025-12-09 04:00:00,64.475,20.15,69.17,3.22,0.0,0,0.0
2025-12-09 05:00:00,63.62,21.25,68.94,2.62,0.0,0,0.0
2025-12-09 06:00:00,67.047,18.32,70.21,3.67,1.93,0,0.0
2025-12-09 07:00:00,63.352,19.83,58.25,4.04,0.0,0,0.0
2025-12-09 08:00:00,72.707,17.56,63.64,4.0,0.0,0,0.0
2025-12-09 09:00:00,75.858,18.4,68.15,3.33,0.0,0,0.0
2025-12-09 10:00:00,66.802,17.58,62.14,3.52,0.0,0,0.0
2025-12-09 11:00:00,73.134,20.05,65.92,3.03,0.0,0,0.0
2025-12-09 12:00:00,70.02,22.07,58.32,2.87,0.0,0,0.0
2025-12-09 13:00:00,66.578,21.21,60.13,2.4,0.0,0,0.0
2025-12-09 14:00:00,70.055,22.1,67.65,2.39,0.0,0,0.0
2025-12-09 15:00:00,75.047,22.03,58.54,1.04,0.0,0,0.0
2025-12-09 16:00:00,74.518,24.06,68.03,0.1,0.0,0,0.0
2025-12-09 17:00:00,79.459,23.25,58.64,1.15,0.0,0,0.0
2025-12-09 18:00:00,82.463,24.7,53.53,1.17,0.0,0,0.0
2025-12-09 19:00:00,82.031,26.47,55.94,1.69,3.22,0,0.0
2025-12-09 20:00:00,87.65,27.92,53.82,1.67,9.78,0,0.0
2025-12-09 21:00:00,82.6,29.57,57.86,2.31,4.36,1,55.6
2025-12-09 22:00:00,75.029,25.09,54.63,1.82,0.0,0,0.0
2025-12-09 23:00:00,79.034,26.89,61.26,1.95,0.0,0,0.0
2025-12-10 00:00:00,68.404,24.66,66.33,1.37,0.0,0,0.0
2025-12-10 01:00:00,60.746,23.22,59.51,2.77,0.0,0,0.0
2025-12-10 02:00:00,63.761,22.88,56.8,2.62,0.0,0,0.0
2025-12-10 03:00:00,71.367,21.4,61.16,3.39,0.0,0,0.0
2025-12-10 04:00:00,64.187,20.5,67.49,3.53,0.9,0,0.0
2025-12-10 05:00:00,67.425,19.04,65.45,3.93,0.0,0,0.0
2025-12-10 06:00:00,71.468,17.22,59.18,3.64,0.0,0,0.0
2025-12-10 07:00:00,73.099,16.65,66.07,4.21,0.0,0,0.0
2025-12-10 08:00:00,75.774,19.15,63.53,1.87,0.0,0,0.0
2025-12-10 09:00:00,79.977,18.17,62.01,3.37,12.67,0,0.0
2025-12-10 10:00:00,73.372,18.18,58.74,3.67,0.0,0,0.0
2025-12-10 11:00:00,71.01,19.55,70.99,3.71,0.0,0,0.0
2025-12-10 12:00:00,71.377,21.32,57.85,2.64,0.38,0,0.0
2025-12-10 13:00:00,68.39,21.54,57.96,2.82,0.0,0,0.0
2025-12-10 14:00:00,68.827,21.58,57.24,1.55,0.0,0,0.0
2025-12-10 15:00:00,76.978,24.87,61.63,1.14,0.0,0,0.0
2025-12-10 16:00:00,75.516,26.26,58.9,1.22,0.0,0,0.0
2025-12-10 17:00:00,83.778,25.79,56.27,0.75,0.0,0,0.0
2025-12-10 18:00:00,83.154,27.0,58.24,0.23,0.0,0,0.0
2025-12-10 19:00:00,85.544,27.72,61.47,0.44,6.7,0,0.0
2025-12-10 20:00:00,77.825,27.72,55.59,0.23,0.0,0,0.0
2025-12-10 21:00:00,85.914,26.96,65.55,1.46,0.0,0,0.0
2025-12-10 22:00:00,76.14,26.55,56.67,1.46,0.0,0,0.0
2025-12-10 23:00:00,66.711,25.82,55.48,1.6,0.0,0,0.0
2025-12-11 00:00:00,68.304,23.08,68.47,1.86,0.0,0,0.0
2025-12-11 01:00:00,65.666,24.27,65.6,2.89,0.0,0,0.0
2025-12-11 02:00:00,62.445,20.77,60.69,3.42,0.0,0,0.0
2025-12-11 03:00:00,68.103,20.4,68.38,2.58,0.0,0,0.0
2025-12-11 04:00:00,59.808,21.96,62.61,2.73,0.0,0,0.0
2025-12-11 05:00:00,65.322,20.57,60.86,4.22,0.0,0,0.0
2025-12-11 06:00:00,69.201,20.71,68.17,2.87,0.0,0,0.0
2025-12-11 07:00:00,74.141,18.2,68.36,3.98,0.0,0,0.0
2025-12-11 08:00:00,78.904,17.01,62.26,4.47,0.0,0,0.0
2025-12-11 09:00:00,74.181,18.24,66.16,4.23,0.0,0,0.0
2025-12-11 10:00:00,74.984,19.05,62.11,3.39,0.0,0,0.0
2025-12-11 11:00:00,78.437,19.66,56.22,3.01,0.0,0,0.0
2025-12-11 12:00:00,71.451,21.75,69.38,3.55,0.0,0,0.0
2025-12-11 13:00:00,71.06,20.92,63.69,0.41,0.0,0,0.0
2025-12-11 14:00:00,67.797,22.81,63.29,1.17,0.0,0,0.0
2025-12-11 15:00:00,77.931,22.24,63.65,1.65,0.0,0,0.0
2025-12-11 16:00:00,74.72,24.93,61.3,0.7,0.0,0,0.0
2025-12-11 17:00:00,80.21,25.22,57.22,1.49,0.0,0,0.0
2025-12-11 18:00:00,83.714,24.96,67.6,0.68,0.0,0,0.0
2025-12-11 19:00:00,85.296,25.97,61.74,0.83,4.69,0,0.0
2025-12-11 20:00:00,81.714,26.17,62.36,0.74,0.0,0,0.0
2025-12-11 21:00:00,80.436,25.93,59.26,0.83,0.0,1,75.2
2025-12-11 22:00:00,80.726,27.98,55.53,1.12,0.0,1,168.7
2025-12-11 23:00:00,77.836,25.1,53.9,1.97,0.0,0,0.0
2025-12-12 00:00:00,64.649,24.13,58.78,1.74,0.0,0,0.0
2025-12-12 01:00:00,63.349,20.94,58.08,3.16,0.0,0,0.0
2025-12-12 02:00:00,63.333,21.35,65.12,3.34,0.0,0,0.0
2025-12-12 03:00:00,72.659,21.07,68.54,3.92,0.0,0,0.0
2025-12-12 04:00:00,65.927,19.6,60.78,2.82,0.0,0,0.0
2025-12-12 05:00:00,69.988,21.25,60.24,2.63,0.0,1,109.1
2025-12-12 06:00:00,76.333,18.76,66.8,3.7,16.99,0,0.0
2025-12-12 07:00:00,76.887,20.1,58.18,5.39,0.0,0,0.0
2025-12-12 08:00:00,73.842,18.5,70.84,4.26,0.0,0,0.0
2025-12-12 09:00:00,71.737,18.6,62.3,2.93,0.0,0,0.0
2025-12-12 10:00:00,78.089,18.85,58.21,3.2,0.0,0,0.0
2025-12-12 11:00:00,74.11,19.6,58.86,3.02,0.0,0,0.0
2025-12-12 12:00:00,72.657,22.48,68.5,1.38,0.0,0,0.0
2025-12-12 13:00:00,73.028,18.6,60.55,2.63,0.0,0,0.0
2025-12-12 14:00:00,71.967,20.02,65.92,1.35,0.0,0,0.0
2025-12-12 15:00:00,76.392,22.81,56.66,1.08,0.0,0,0.0
2025-12-12 16:00:00,76.557,24.44,56.25,0.92,0.0,0,0.0
2025-12-12 17:00:00,82.813,26.08,65.54,1.44,0.0,0,0.0
2025-12-12 18:00:00,83.824,26.45,54.35,0.25,1.39,0,0.0
2025-12-12 19:00:00,81.973,25.82,52.79,0.1,0.0,0,0.0
2025-12-12 20:00:00,82.241,27.64,58.93,1.09,0.0,0,0.0
2025-12-12 21:00:00,79.685,27.52,64.43,0.1,0.0,0,0.0
2025-12-12 22:00:00,76.861,26.11,57.23,1.27,0.0,0,0.0
2025-12-12 23:00:00,71.582,26.41,54.08,2.52,1.01,0,0.0
2025-12-13 00:00:00,61.735,24.78,67.87,2.55,0.0,0,0.0
2025-12-13 01:00:00,60.986,22.81,64.46,3.21,0.0,0,0.0
2025-12-13 02:00:00,60.916,23.29,66.79,3.32,0.0,0,0.0
2025-12-13 03:00:00,60.9,21.55,66.35,4.71,0.0,0,0.0
2025-12-13 04:00:00,59.418,20.45,66.2,3.15,0.0,0,0.0
2025-12-13 05:00:00,61.123,21.39,60.93,3.89,0.0,0,0.0
2025-12-13 06:00:00,59.006,16.05,63.24,3.44,0.0,0,0.0
2025-12-13 07:00:00,66.065,16.89,68.62,4.22,0.0,0,0.0
2025-12-13 08:00:00,66.034,17.03,68.53,3.46,0.0,0,0.0
2025-12-13 09:00:00,70.113,18.15,71.37,4.29,0.0,0,0.0
2025-12-13 10:00:00,66.867,18.68,65.32,2.63,0.0,0,0.0
2025-12-13 11:00:00,61.224,17.81,61.73,3.43,0.0,0,0.0
2025-12-13 12:00:00,70.629,19.27,63.78,2.56,0.0,0,0.0
2025-12-13 13:00:00,63.908,20.38,64.98,1.79,0.0,0,0.0
2025-12-13 14:00:00,69.126,25.4,59.16,1.78,0.0,0,0.0
2025-12-13 15:00:00,66.977,25.65,64.48,1.3,0.0,0,0.0
2025-12-13 16:00:00,76.265,23.96,62.39,1.11,3.39,0,0.0
2025-12-13 17:00:00,71.258,24.84,53.24,0.63,1.66,0,0.0
2025-12-13 18:00:00,78.901,24.54,61.83,0.28,4.79,0,0.0
2025-12-13 19:00:00,75.295,24.03,63.09,0.55,0.0,1,174.2
2025-12-13 20:00:00,84.25,26.31,65.94,0.1,0.0,0,0.0
2025-12-13 21:00:00,73.615,25.12,59.14,1.64,0.0,0,0.0
2025-12-13 22:00:00,73.138,25.81,61.13,0.71,0.0,0,0.0
2025-12-13 23:00:00,68.232,23.36,61.11,1.68,0.0,0,0.0
2025-12-14 00:00:00,59.794,23.57,61.84,2.59,0.0,0,0.0
2025-12-14 01:00:00,60.5,23.69,54.79,3.09,0.0,0,0.0
2025-12-14 02:00:00,63.859,22.92,67.71,1.89,0.0,1,31.0
2025-12-14 03:00:00,62.332,21.95,68.49,3.21,0.0,0,0.0
2025-12-14 04:00:00,60.86,18.9,64.88,3.77,0.0,0,0.0
2025-12-14 05:00:00,63.331,20.68,63.94,3.68,0.0,0,0.0
2025-12-14 06:00:00,71.523,18.06,58.03,4.51,12.27,0,0.0
2025-12-14 07:00:00,65.476,19.38,65.34,3.16,0.0,0,0.0
2025-12-14 08:00:00,63.638,18.47,63.36,2.27,0.0,0,0.0
2025-12-14 09:00:00,66.651,16.97,68.46,3.75,0.0,0,0.0
2025-12-14 10:00:00,66.264,18.64,57.52,2.63,3.07,0,0.0
2025-12-14 11:00:00,65.078,20.09,66.61,1.53,0.0,0,0.0
2025-12-14 12:00:00,62.844,21.22,59.57,2.1,0.0,0,0.0
2025-12-14 13:00:00,67.702,21.28,65.01,2.55,10.26,0,0.0
2025-12-14 14:00:00,66.33,24.32,62.82,0.69,0.0,0,0.0
2025-12-14 15:00:00,67.961,24.73,56.57,2.54,0.0,0,0.0
2025-12-14 16:00:00,70.058,24.17,60.1,0.4,3.46,0,0.0
2025-12-14 17:00:00,77.558,26.21,64.81,0.8,0.0,0,0.0
2025-12-14 18:00:00,78.896,28.27,60.12,0.1,0.0,0,0.0
2025-12-14 19:00:00,81.725,28.7,51.81,0.78,0.0,0,0.0
2025-12-14 20:00:00,79.033,25.01,59.64,0.82,0.0,0,0.0
